icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
35206054,C0,C00.8,ICD10CM,Malignant neoplasm of overlapping sites of lip,malignancy,n/a,133710,109822001,Overlapping malignant neoplasm of lip
45537786,C0,C00.9,ICD10,"Malignant neoplasm of lip, unspecified",malignancy,n/a,4180779,363348004,Malignant tumor of lip
35206055,C0,C00.9,ICD10CM,"Malignant neoplasm of lip, unspecified",malignancy,n/a,4180779,363348004,Malignant tumor of lip
45571487,C0,C01,ICD10,Malignant neoplasm of base of tongue,malignancy,n/a,4181332,363376007,Malignant tumor of base of tongue
35206056,C0,C01,ICD10CM,Malignant neoplasm of base of tongue,malignancy,n/a,4181332,363376007,Malignant tumor of base of tongue
45576295,C0,C02.0,ICD10,Malignant neoplasm of dorsal surface of tongue,malignancy,n/a,434587,93773005,Primary malignant neoplasm of dorsal surface of tongue
35206057,C0,C02.0,ICD10CM,Malignant neoplasm of dorsal surface of tongue,malignancy,n/a,434587,93773005,Primary malignant neoplasm of dorsal surface of tongue
45542579,C0,C02.1,ICD10,Malignant neoplasm of border of tongue,malignancy,n/a,4162118,371974006,Malignant neoplasm of border of tongue
35206058,C0,C02.1,ICD10CM,Malignant neoplasm of border of tongue,malignancy,n/a,4162118,371974006,Malignant neoplasm of border of tongue
45605256,C0,C02.2,ICD10,Malignant neoplasm of ventral surface of tongue,malignancy,n/a,4131601,126784003,Neoplasm of ventral surface of tongue
35206059,C0,C02.2,ICD10CM,Malignant neoplasm of ventral surface of tongue,malignancy,n/a,4131601,126784003,Neoplasm of ventral surface of tongue
45566570,C0,C02.3,ICD10,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",malignancy,n/a,4177098,363360003,Malignant tumor of anterior two-thirds of tongue
35206060,C0,C02.3,ICD10CM,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",malignancy,n/a,4177098,363360003,Malignant tumor of anterior two-thirds of tongue
45561780,C0,C02.4,ICD10,Malignant neoplasm of lingual tonsil,malignancy,n/a,4180783,363377003,Malignant tumor of lingual tonsil
35206061,C0,C02.4,ICD10CM,Malignant neoplasm of lingual tonsil,malignancy,n/a,4180783,363377003,Malignant tumor of lingual tonsil
45566571,C0,C02.8,ICD10,Malignant neoplasm of overlapping sites of tongue,malignancy,n/a,436043,109823006,Overlapping malignant neoplasm of tongue
35206062,C0,C02.8,ICD10CM,Malignant neoplasm of overlapping sites of tongue,malignancy,n/a,436043,109823006,Overlapping malignant neoplasm of tongue
45537787,C0,C02.9,ICD10,"Malignant neoplasm of tongue, unspecified",malignancy,n/a,4178962,363375006,Malignant tumor of tongue
35206063,C0,C02.9,ICD10CM,"Malignant neoplasm of tongue, unspecified",malignancy,n/a,4178962,363375006,Malignant tumor of tongue
45605257,C0,C03.0,ICD10,Malignant neoplasm of upper gum,malignancy,n/a,4181334,363383000,Malignant tumor of upper gingiva
35206064,C0,C03.0,ICD10CM,Malignant neoplasm of upper gum,malignancy,n/a,4181334,363383000,Malignant tumor of upper gingiva
45561781,C0,C03.1,ICD10,Malignant neoplasm of lower gum,malignancy,n/a,4181335,363384006,Malignant tumor of lower gingiva
35206065,C0,C03.1,ICD10CM,Malignant neoplasm of lower gum,malignancy,n/a,4181335,363384006,Malignant tumor of lower gingiva
45585981,C0,C03.9,ICD10,"Malignant neoplasm of gum, unspecified",malignancy,n/a,4178963,363382005,Malignant tumor of gum
35206066,C0,C03.9,ICD10CM,"Malignant neoplasm of gum, unspecified",malignancy,n/a,4178963,363382005,Malignant tumor of gum
45532891,C0,C04.0,ICD10,Malignant neoplasm of anterior floor of mouth,malignancy,n/a,4090224,187652003,Malignant tumor of anterior floor of mouth
35206067,C0,C04.0,ICD10CM,Malignant neoplasm of anterior floor of mouth,malignancy,n/a,4090224,187652003,Malignant tumor of anterior floor of mouth
45595634,C0,C04.1,ICD10,Malignant neoplasm of lateral floor of mouth,malignancy,n/a,4089530,187653008,Malignant tumor of lateral floor of mouth
35206068,C0,C04.1,ICD10CM,Malignant neoplasm of lateral floor of mouth,malignancy,n/a,4089530,187653008,Malignant tumor of lateral floor of mouth
45537788,C0,C04.8,ICD10,Malignant neoplasm of overlapping sites of floor of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
35206069,C0,C04.8,ICD10CM,Malignant neoplasm of overlapping sites of floor of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
45547478,C0,C04.9,ICD10,"Malignant neoplasm of floor of mouth, unspecified",malignancy,n/a,4177101,363385007,Malignant tumor of floor of mouth
35206070,C0,C04.9,ICD10CM,"Malignant neoplasm of floor of mouth, unspecified",malignancy,n/a,4177101,363385007,Malignant tumor of floor of mouth
35206071,C0,C05.0,ICD10CM,Malignant neoplasm of hard palate,malignancy,n/a,4180787,363387004,Malignant tumor of hard palate
45537789,C0,C05.1,ICD10,Malignant neoplasm of soft palate,malignancy,n/a,4181336,363388009,Malignant tumor of soft palate
35206072,C0,C05.1,ICD10CM,Malignant neoplasm of soft palate,malignancy,n/a,4181336,363388009,Malignant tumor of soft palate
45542580,C0,C05.2,ICD10,Malignant neoplasm of uvula,malignancy,n/a,4181337,363389001,Malignant tumor of uvula
35206073,C0,C05.2,ICD10CM,Malignant neoplasm of uvula,malignancy,n/a,4181337,363389001,Malignant tumor of uvula
45556960,C0,C05.8,ICD10,Malignant neoplasm of overlapping sites of palate,malignancy,n/a,4001170,109831001,Overlapping malignant neoplasm of palate
35206074,C0,C05.8,ICD10CM,Malignant neoplasm of overlapping sites of palate,malignancy,n/a,4001170,109831001,Overlapping malignant neoplasm of palate
45600475,C0,C05.9,ICD10,"Malignant neoplasm of palate, unspecified",malignancy,n/a,4178964,363390005,Malignant tumor of palate
35206075,C0,C05.9,ICD10CM,"Malignant neoplasm of palate, unspecified",malignancy,n/a,4178964,363390005,Malignant tumor of palate
45600476,C0,C06.0,ICD10,Malignant neoplasm of cheek mucosa,malignancy,n/a,4180786,363386008,Malignant tumor of buccal mucosa
35206076,C0,C06.0,ICD10CM,Malignant neoplasm of cheek mucosa,malignancy,n/a,4180786,363386008,Malignant tumor of buccal mucosa
45576297,C0,C06.1,ICD10,Malignant neoplasm of vestibule of mouth,malignancy,n/a,4090226,187658004,Malignant tumor of vestibule of mouth
35206077,C0,C06.1,ICD10CM,Malignant neoplasm of vestibule of mouth,malignancy,n/a,4090226,187658004,Malignant tumor of vestibule of mouth
45561782,C0,C06.2,ICD10,Malignant neoplasm of retromolar area,malignancy,n/a,4178965,363391009,Malignant tumor of retromolar area
35206078,C0,C06.2,ICD10CM,Malignant neoplasm of retromolar area,malignancy,n/a,4178965,363391009,Malignant tumor of retromolar area
45552243,C0,C06.8,ICD10,Malignant neoplasm of overlapping sites of other and unspecified parts of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
1567467,C0,C06.8,ICD10CM,Malignant neoplasm of overlapping sites of other and unspecified parts of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
45537790,C0,C06.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified parts of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
45561783,C0,C06.89,ICD10CM,Malignant neoplasm of overlapping sites of other parts of mouth,malignancy,n/a,140955,109830000,Overlapping malignant neoplasm of floor of mouth
45556961,C0,C06.9,ICD10,"Malignant neoplasm of mouth, unspecified",malignancy,n/a,25189,363505006,Malignant tumor of oral cavity
35206079,C0,C06.9,ICD10CM,"Malignant neoplasm of mouth, unspecified",malignancy,n/a,25189,363505006,Malignant tumor of oral cavity
45576298,C0,C07,ICD10,Malignant neoplasm of parotid gland,malignancy,n/a,4180784,363379000,Malignant tumor of parotid gland
35206080,C0,C07,ICD10CM,Malignant neoplasm of parotid gland,malignancy,n/a,4180784,363379000,Malignant tumor of parotid gland
45542581,C0,C08.0,ICD10,Malignant neoplasm of submandibular gland,malignancy,n/a,22557,363380002,Malignant tumor of submandibular gland
35206081,C0,C08.0,ICD10CM,Malignant neoplasm of submandibular gland,malignancy,n/a,22557,363380002,Malignant tumor of submandibular gland
45600477,C0,C08.1,ICD10,Malignant neoplasm of sublingual gland,malignancy,n/a,4180785,363381003,Malignant tumor of sublingual gland
35206082,C0,C08.1,ICD10CM,Malignant neoplasm of sublingual gland,malignancy,n/a,4180785,363381003,Malignant tumor of sublingual gland
45566572,C0,C08.9,ICD10,"Malignant neoplasm of major salivary gland, unspecified",malignancy,n/a,4181333,363378008,Malignant tumor of major salivary gland
35206083,C0,C08.9,ICD10CM,"Malignant neoplasm of major salivary gland, unspecified",malignancy,n/a,4181333,363378008,Malignant tumor of major salivary gland
45566573,C0,C09.0,ICD10,Malignant neoplasm of tonsillar fossa,malignancy,n/a,4180788,363394001,Malignant tumor of tonsillar fossa
35206084,C0,C09.0,ICD10CM,Malignant neoplasm of tonsillar fossa,malignancy,n/a,4180788,363394001,Malignant tumor of tonsillar fossa
45576299,C0,C09.1,ICD10,Malignant neoplasm of tonsillar pillar (anterior) (posterior),malignancy,n/a,4094720,187675005,Malignant tumor of tonsillar pillar
35206085,C0,C09.1,ICD10CM,Malignant neoplasm of tonsillar pillar (anterior) (posterior),malignancy,n/a,4094720,187675005,Malignant tumor of tonsillar pillar
45585983,C0,C09.8,ICD10,Malignant neoplasm of overlapping sites of tonsil,malignancy,n/a,4002498,110013004,Overlapping malignant neoplasm of tonsil
35206086,C0,C09.8,ICD10CM,Malignant neoplasm of overlapping sites of tonsil,malignancy,n/a,4002498,110013004,Overlapping malignant neoplasm of tonsil
45600478,C0,C09.9,ICD10,"Malignant neoplasm of tonsil, unspecified",malignancy,n/a,4181339,363393007,Malignant tumor of tonsil
35206087,C0,C09.9,ICD10CM,"Malignant neoplasm of tonsil, unspecified",malignancy,n/a,4181339,363393007,Malignant tumor of tonsil
45532892,C1,C10.0,ICD10,Malignant neoplasm of vallecula,malignancy,n/a,4177102,363395000,Malignant tumor of vallecula
35206088,C1,C10.0,ICD10CM,Malignant neoplasm of vallecula,malignancy,n/a,4177102,363395000,Malignant tumor of vallecula
45537791,C1,C10.1,ICD10,Malignant neoplasm of anterior surface of epiglottis,malignancy,n/a,4091931,187681002,Malignant neoplasm of anterior epiglottis
35206089,C1,C10.1,ICD10CM,Malignant neoplasm of anterior surface of epiglottis,malignancy,n/a,4091931,187681002,Malignant neoplasm of anterior epiglottis
45566574,C1,C10.2,ICD10,Malignant neoplasm of lateral wall of oropharynx,malignancy,n/a,40492021,448868009,Malignant neoplasm of lateral wall of oropharynx
35206090,C1,C10.2,ICD10CM,Malignant neoplasm of lateral wall of oropharynx,malignancy,n/a,40492021,448868009,Malignant neoplasm of lateral wall of oropharynx
45590876,C1,C10.3,ICD10,Malignant neoplasm of posterior wall of oropharynx,malignancy,n/a,4094721,187688008,Malignant tumor of posterior wall of oropharynx
35206091,C1,C10.3,ICD10CM,Malignant neoplasm of posterior wall of oropharynx,malignancy,n/a,4094721,187688008,Malignant tumor of posterior wall of oropharynx
45542582,C1,C10.4,ICD10,Malignant neoplasm of branchial cleft,malignancy,n/a,4181340,363396004,Malignant tumor of branchial cleft
35206092,C1,C10.4,ICD10CM,Malignant neoplasm of branchial cleft,malignancy,n/a,4181340,363396004,Malignant tumor of branchial cleft
45542583,C1,C10.8,ICD10,Malignant neoplasm of overlapping sites of oropharynx,malignancy,n/a,438691,109832008,Overlapping malignant neoplasm of oropharynx
35206093,C1,C10.8,ICD10CM,Malignant neoplasm of overlapping sites of oropharynx,malignancy,n/a,438691,109832008,Overlapping malignant neoplasm of oropharynx
45595636,C1,C10.9,ICD10,"Malignant neoplasm of oropharynx, unspecified",malignancy,n/a,4181338,363392002,Malignant tumor of oropharynx
35206094,C1,C10.9,ICD10CM,"Malignant neoplasm of oropharynx, unspecified",malignancy,n/a,4181338,363392002,Malignant tumor of oropharynx
45605259,C1,C11.0,ICD10,Malignant neoplasm of superior wall of nasopharynx,malignancy,n/a,46271011,709031009,Malignant neoplasm of superior wall of nasopharynx
35206095,C1,C11.0,ICD10CM,Malignant neoplasm of superior wall of nasopharynx,malignancy,n/a,4181341,363397008,Malignant tumor of roof of nasopharynx
45595637,C1,C11.1,ICD10,Malignant neoplasm of posterior wall of nasopharynx,malignancy,n/a,4094722,187693006,Malignant tumor of posterior wall of nasopharynx
35206096,C1,C11.1,ICD10CM,Malignant neoplasm of posterior wall of nasopharynx,malignancy,n/a,4094722,187693006,Malignant tumor of posterior wall of nasopharynx
45552244,C1,C11.2,ICD10,Malignant neoplasm of lateral wall of nasopharynx,malignancy,n/a,4177103,363398003,Malignant tumor of lateral wall of nasopharynx
35206097,C1,C11.2,ICD10CM,Malignant neoplasm of lateral wall of nasopharynx,malignancy,n/a,4177103,363398003,Malignant tumor of lateral wall of nasopharynx
45547479,C1,C11.3,ICD10,Malignant neoplasm of anterior wall of nasopharynx,malignancy,n/a,4095313,187700006,Malignant tumor of anterior wall of nasopharynx
35206098,C1,C11.3,ICD10CM,Malignant neoplasm of anterior wall of nasopharynx,malignancy,n/a,4095313,187700006,Malignant tumor of anterior wall of nasopharynx
45605260,C1,C11.8,ICD10,Malignant neoplasm of overlapping sites of nasopharynx,malignancy,n/a,432558,109367000,Overlapping malignant neoplasm of nasopharynx
35206099,C1,C11.8,ICD10CM,Malignant neoplasm of overlapping sites of nasopharynx,malignancy,n/a,432558,109367000,Overlapping malignant neoplasm of nasopharynx
45576300,C1,C11.9,ICD10,"Malignant neoplasm of nasopharynx, unspecified",malignancy,n/a,4095312,187692001,Malignant tumor of nasopharynx
35206100,C1,C11.9,ICD10CM,"Malignant neoplasm of nasopharynx, unspecified",malignancy,n/a,4095312,187692001,Malignant tumor of nasopharynx
45576301,C1,C12,ICD10,Malignant neoplasm of pyriform sinus,malignancy,n/a,4180789,363401000,Malignant tumor of pyriform fossa
35206101,C1,C12,ICD10CM,Malignant neoplasm of pyriform sinus,malignancy,n/a,4180789,363401000,Malignant tumor of pyriform fossa
45537793,C1,C13.0,ICD10,Malignant neoplasm of postcricoid region,malignancy,n/a,4177104,363400004,Malignant tumor of postcricoid region
35206102,C1,C13.0,ICD10CM,Malignant neoplasm of postcricoid region,malignancy,n/a,4177104,363400004,Malignant tumor of postcricoid region
45595638,C1,C13.1,ICD10,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",malignancy,n/a,4089652,187708004,Malignant tumor aryepiglottic fold - hypopharyngeal aspect
35206103,C1,C13.1,ICD10CM,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",malignancy,n/a,4089652,187708004,Malignant tumor aryepiglottic fold - hypopharyngeal aspect
45561785,C1,C13.2,ICD10,Malignant neoplasm of posterior wall of hypopharynx,malignancy,n/a,4116339,303012000,Malignant tumor of posterior wall of hypopharynx
35206104,C1,C13.2,ICD10CM,Malignant neoplasm of posterior wall of hypopharynx,malignancy,n/a,4116339,303012000,Malignant tumor of posterior wall of hypopharynx
45590877,C1,C13.8,ICD10,Malignant neoplasm of overlapping sites of hypopharynx,malignancy,n/a,440044,109368005,Overlapping malignant neoplasm of hypopharynx
35206105,C1,C13.8,ICD10CM,Malignant neoplasm of overlapping sites of hypopharynx,malignancy,n/a,440044,109368005,Overlapping malignant neoplasm of hypopharynx
45542584,C1,C13.9,ICD10,"Malignant neoplasm of hypopharynx, unspecified",malignancy,n/a,4181342,363399006,Malignant tumor of hypopharynx
35206106,C1,C13.9,ICD10CM,"Malignant neoplasm of hypopharynx, unspecified",malignancy,n/a,4181342,363399006,Malignant tumor of hypopharynx
35206911,E232,E23.2,ICD10CM,Diabetes insipidus,endocrinological,no,30968,15771004,Diabetes insipidus
45605261,C1,C14.0,ICD10,"Malignant neoplasm of pharynx, unspecified",malignancy,n/a,4177243,363507003,Malignant tumor of pharynx
35206107,C1,C14.0,ICD10CM,"Malignant neoplasm of pharynx, unspecified",malignancy,n/a,4177243,363507003,Malignant tumor of pharynx
45561786,C1,C14.2,ICD10,Malignant neoplasm of Waldeyer's ring,malignancy,n/a,4089655,187716008,Malignant tumor of Waldeyer's ring
35206108,C1,C14.2,ICD10CM,Malignant neoplasm of Waldeyer's ring,malignancy,n/a,4089655,187716008,Malignant tumor of Waldeyer's ring
45600479,C1,C14.8,ICD10,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",malignancy,n/a,444224,109833003,"Overlapping malignant neoplasm of lip, oral cavity and pharynx"
35206109,C1,C14.8,ICD10CM,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",malignancy,n/a,444224,109833003,"Overlapping malignant neoplasm of lip, oral cavity and pharynx"
45576302,C1,C15.3,ICD10,Malignant neoplasm of upper third of esophagus,malignancy,n/a,4094855,187725002,Malignant tumor of upper third of esophagus
35206110,C1,C15.3,ICD10CM,Malignant neoplasm of upper third of esophagus,malignancy,n/a,4094855,187725002,Malignant tumor of upper third of esophagus
45595639,C1,C15.4,ICD10,Malignant neoplasm of middle third of esophagus,malignancy,n/a,4092060,187726001,Malignant tumor of middle third of esophagus
35206111,C1,C15.4,ICD10CM,Malignant neoplasm of middle third of esophagus,malignancy,n/a,4092060,187726001,Malignant tumor of middle third of esophagus
45547480,C1,C15.5,ICD10,Malignant neoplasm of lower third of esophagus,malignancy,n/a,4089656,187727005,Malignant tumor of lower third of esophagus
